,index,name,Initialized,Started,Finished,Date Initialized,Date Started,Date Finished,substructure,depth,location,associated_port,capacity,us_wtiv,estimated_cod
37,37,Skipjack 2,70128,126175.66281336428,131667.69290254585,2031-01-01 00:00:00,2037-05-24 08:00:00,2038-01-08 04:00:00,monopile,40,MD,tradepoint_2,846,False,2032-01-01 00:00:00
38,38,Hypothetical Gulf of Maine Draft WEA 13,105192,113596.35073823883,130316.81401163756,2035-01-01 00:00:00,2035-12-17 05:00:00,2037-11-12 21:00:00,semisub,800,ME,salem,1424,False,2036-01-01 00:00:00
39,39,Skipjack 1,70128,126107.84425591107,126963.36014383825,2031-01-01 00:00:00,2037-05-21 12:00:00,2037-06-26 04:00:00,monopile,40,MD,tradepoint_1,120,False,2032-01-01 00:00:00
40,40,Duke Energy/Cinergy,70128,114857.81212484548,126175.66281336428,2031-01-01 00:00:00,2036-02-07 18:00:00,2037-05-24 08:00:00,monopile,40,NC,portsmouth_1,893,False,2032-01-01 00:00:00
41,41,Leading Light Wind,70128,103355.4436498855,126107.84425591107,2031-01-01 00:00:00,2034-10-16 12:00:00,2037-05-21 12:00:00,monopile,40,NJ,njwp_1,2400,False,2032-01-01 00:00:00
42,42,Hypothetical Gulf of Maine Draft WEA 8,105192,106858.26370450648,124083.0301325117,2035-01-01 00:00:00,2035-03-11 11:00:00,2037-02-26 04:00:00,semisub,800,NH,searsport_2,1424,False,2036-01-01 00:00:00
43,43,Beacon Wind 2,70128,101486.44583732149,114857.81212484548,2031-01-01 00:00:00,2034-07-30 15:00:00,2036-02-07 18:00:00,monopile,40,NY,sbmt,1200,False,2032-01-01 00:00:00
44,44,Hypothetical Gulf of Maine Draft WEA 12,96432,97162.96942950896,113596.35073823883,2034-01-01 00:00:00,2034-01-31 11:00:00,2035-12-17 05:00:00,semisub,800,MA,searsport_1,1424,False,2035-01-01 00:00:00
45,45,Hypothetical Central Atlantic Draft WEA 7,87672,88586.60211085493,106858.26370450648,2033-01-01 00:00:00,2033-02-08 03:00:00,2035-03-11 11:00:00,semisub,800,VA,portsmouth_1,1566,False,2034-01-01 00:00:00
46,46,Beacon Wind 1,70128,92003.78366594459,103355.4436498855,2031-01-01 00:00:00,2033-06-30 12:00:00,2034-10-16 12:00:00,monopile,40,NY,arthur_kill,1230,False,2032-01-01 00:00:00
47,47,Atlantic Shores Offshore Wind South 2,70128,91541.69392748199,101486.44583732149,2031-01-01 00:00:00,2033-06-11 06:00:00,2034-07-30 15:00:00,monopile,40,NJ,njwp_2,1500,False,2032-01-01 00:00:00
48,48,Bay State Wind b,78888,84424.36731865403,97162.96942950896,2032-01-01 00:00:00,2032-08-18 17:00:00,2034-01-31 11:00:00,gbf,40,MA,new_london_2,1120,False,2033-01-01 00:00:00
49,49,Community Offshore Wind 1,61368,83110.02455077675,92003.78366594459,2030-01-01 00:00:00,2032-06-24 23:00:00,2033-06-30 12:00:00,monopile,40,NY,sbmt,1314,False,2031-01-01 00:00:00
50,50,Atlantic Shores Offshore Wind North,70128,83392.54426432334,91541.69392748199,2031-01-01 00:00:00,2032-07-06 17:00:00,2033-06-11 06:00:00,monopile,40,NJ,njwp_1,1182,False,2032-01-01 00:00:00
51,51,Bay State Wind a (Revolution Wind 2),78888,78888.0,88586.60211085493,2032-01-01 00:00:00,2032-01-01 00:00:00,2033-02-08 03:00:00,gbf,40,RI,new_london_1,880,False,2033-01-01 00:00:00
52,52,"New England Wind 2 (Commonwealth Wind, Vineyard Wind South)",61368,70736.93365932701,84424.36731865403,2030-01-01 00:00:00,2031-01-26 09:00:00,2032-08-18 17:00:00,gbf,40,MA,salem,1232,False,2031-01-01 00:00:00
53,53,SouthCoast Residual,52608,73786.24362627527,83392.54426432334,2029-01-01 00:00:00,2031-06-02 11:00:00,2032-07-06 17:00:00,jacket,40,MA,new_bedford,800,False,2030-01-01 00:00:00
54,54,Attentive Energy Two,61368,73538.70450144957,83110.02455077675,2030-01-01 00:00:00,2031-05-23 03:00:00,2032-06-24 23:00:00,monopile,40,NJ,njwp_1,1342,False,2031-01-01 00:00:00
55,55,SouthCoast 1 Phase 2 (Mayflower Wind 2),52608,68576.93611378412,73786.24362627527,2029-01-01 00:00:00,2030-10-28 09:00:00,2031-06-02 11:00:00,jacket,40,MA,new_bedford,400,False,2030-01-01 00:00:00
56,56,Attentive Energy One,61368,62149.22512772347,73538.70450144957,2030-01-01 00:00:00,2030-02-02 14:00:00,2031-05-23 03:00:00,monopile,40,NY,arthur_kill,1404,False,2031-01-01 00:00:00
57,57,"New England Wind 1 (Park City Wind, Vineyard Wind South)",61368,61368.0,70736.93365932701,2030-01-01 00:00:00,2030-01-01 00:00:00,2031-01-26 09:00:00,gbf,40,CT,salem,800,False,2029-01-01 00:00:00
58,58,SouthCoast 1 Phase 1 (Mayflower Wind 1),52608,58721.97985049738,68576.93611378412,2029-01-01 00:00:00,2029-09-12 18:00:00,2030-10-28 09:00:00,jacket,40,MA,new_bedford,804,False,2030-01-01 00:00:00
59,59,Kitty Hawk North,52608,52608.0,62149.22512772347,2029-01-01 00:00:00,2029-01-01 00:00:00,2030-02-02 14:00:00,monopile,40,VA,portsmouth_2,1035,False,2030-01-01 00:00:00
60,60,MarWin Residual,52608,55327.43568131766,58721.97985049738,2029-01-01 00:00:00,2029-04-24 08:00:00,2029-09-12 18:00:00,monopile,40,MD,tradepoint_1,600,False,2030-01-01 00:00:00
61,61,Sunrise Wind,43824,47067.042369761104,55327.43568131766,2028-01-01 00:00:00,2028-05-15 04:00:00,2029-04-24 08:00:00,monopile,40,NY,new_london_1,924,False,2029-01-01 00:00:00
62,62,Momentum Wind,35064,45308.779586396544,51091.20391944186,2027-01-01 00:00:00,2028-03-02 21:00:00,2028-10-29 20:00:00,monopile,40,MD,tradepoint_1,809,False,2028-01-01 00:00:00
63,63,CVOW-C,26304,26304.0,47067.042369761104,2026-01-01 00:00:00,2026-01-01 00:00:00,2028-05-15 04:00:00,monopile,40,VA,portsmouth_1,2587,False,2027-01-01 00:00:00
64,64,Maine Research Array,43824,43824.0,46239.692152350064,2028-01-01 00:00:00,2028-01-01 00:00:00,2028-04-10 16:00:00,semisub,800,ME,searsport_1,144,False,2029-01-01 00:00:00
65,65,Empire Wind 1,35064,39903.839084683,45308.779586396544,2027-01-01 00:00:00,2027-07-21 16:00:00,2028-03-02 21:00:00,monopile,40,NY,sbmt,816,False,2028-01-01 00:00:00
66,66,MarWin,26304,38589.82558748406,39903.839084683,2026-01-01 00:00:00,2027-05-27 22:00:00,2027-07-21 16:00:00,monopile,40,MD,tradepoint_1,248,False,2027-01-01 00:00:00
67,67,Atlantic Shores Offshore Wind South 1,26304,26304.0,38589.82558748406,2026-01-01 00:00:00,2026-01-01 00:00:00,2027-05-27 22:00:00,monopile,40,NJ,njwp_1,1510,False,2027-01-01 00:00:00
68,68,Revolution Wind 1,8760,8760.0,15997.064565998087,2024-01-01 00:00:00,2024-01-01 00:00:00,2024-10-28 14:00:00,monopile,40,RI/CT,new_london_1,704,False,2025-01-01 00:00:00
69,69,Vineyard Wind 1,0,0.0,8078.474759646382,2023-01-01 00:00:00,2023-01-01 00:00:00,2023-12-03 15:00:00,monopile,40,MA,new_bedford,800,False,2024-01-01 00:00:00
70,70,South Fork,0,0.0,3785.9569112472955,2023-01-01 00:00:00,2023-01-01 00:00:00,2023-06-07 18:00:00,monopile,40,NY,new_london_1,132,False,2024-01-01 00:00:00
