,index,name,Initialized,Started,Finished,Date Initialized,Date Started,Date Finished,substructure,depth,location,associated_port,capacity,us_wtiv,estimated_cod
22,22,Hypothetical Gulf of Maine Draft WEA 5,113952,118069.26642800523,131255.14773673512,2036-01-01 00:00:00,2036-06-20 14:00:00,2037-12-22 00:00:00,semisub,800,MA,searsport_1,1424,False,2037-01-01 00:00:00
23,23,Hypothetical NE Fixed 2,113952,114702.51377098744,129453.38651175913,2036-01-01 00:00:00,2036-02-01 07:00:00,2037-10-07 22:00:00,jacket,40,RI,new_london_1,1500,False,2037-01-01 00:00:00
24,24,Vineyard Northeast,96432,96432.0,121961.55860077513,2034-01-01 00:00:00,2034-01-01 00:00:00,2036-11-29 18:00:00,jacket,40,MA,new_bedford,2600,False,2035-01-01 00:00:00
25,25,Hypothetical Gulf of Maine Draft WEA 13,105192,109098.38130872988,121821.84458212862,2035-01-01 00:00:00,2035-06-12 19:00:00,2036-11-23 22:00:00,semisub,800,ME,salem,1424,False,2036-01-01 00:00:00
26,26,Hypothetical Central Atlantic WEA 5,113952,113952.0,120063.29924192293,2036-01-01 00:00:00,2036-01-01 00:00:00,2036-09-11 16:00:00,monopile,40,MD,tradepoint_1,713,False,2037-01-01 00:00:00
27,27,Hypothetical Central Atlantic WEA  2,105192,112351.75004606417,119583.95355701896,2035-01-01 00:00:00,2035-10-26 08:00:00,2036-08-22 16:00:00,monopile,40,VA,portsmouth_1,927,False,2036-01-01 00:00:00
28,28,Garden State Offshore Energy I,105192,111056.47267539041,119176.35810528403,2035-01-01 00:00:00,2035-09-02 09:00:00,2036-08-05 17:00:00,monopile,40,NJ,njwp_1,1080,False,2036-01-01 00:00:00
29,29,Hypothetical Gulf of Maine Draft WEA 8,105192,105192.0,118069.26642800523,2035-01-01 00:00:00,2035-01-01 00:00:00,2036-06-20 14:00:00,semisub,800,NH,searsport_2,1424,False,2036-01-01 00:00:00
30,30,Empire Wind 2,105192,105192.0,115751.92218982383,2035-01-01 00:00:00,2035-01-01 00:00:00,2036-03-16 00:00:00,monopile,40,NY,sbmt,1260,False,2036-01-01 00:00:00
31,31,Ocean Wind 2,105192,105192.0,114702.51377098744,2035-01-01 00:00:00,2035-01-01 00:00:00,2036-02-01 07:00:00,monopile,40,NJ,njwp_2,1148,False,2036-01-01 00:00:00
32,32,Hypothetical Central Atlantic WEA 4,96432,101469.16159365154,112351.75004606417,2034-01-01 00:00:00,2034-07-29 22:00:00,2035-10-26 08:00:00,monopile,40,NC,portsmouth_1,1607,False,2035-01-01 00:00:00
33,33,TotalEnergies,96432,103118.06816551626,112019.86818945027,2034-01-01 00:00:00,2034-10-06 15:00:00,2035-10-12 12:00:00,monopile,40,NC,portsmouth_2,889,False,2035-01-01 00:00:00
34,34,Bluepoint Wind,96432,101989.61034478105,111056.47267539041,2034-01-01 00:00:00,2034-08-20 14:00:00,2035-09-02 09:00:00,monopile,40,NY,njwp_1,1158,False,2035-01-01 00:00:00
35,35,Hypothetical Gulf of Maine Draft WEA 12,96432,96432.0,109098.38130872988,2034-01-01 00:00:00,2034-01-01 00:00:00,2035-06-12 19:00:00,semisub,800,MA,searsport_1,1424,False,2035-01-01 00:00:00
36,36,Ocean Wind 1,96432,96432.0,104102.14498055188,2034-01-01 00:00:00,2034-01-01 00:00:00,2034-11-16 15:00:00,monopile,40,NJ,njwp_2,1100,False,2035-01-01 00:00:00
37,37,Hypothetical Central Atlantic WEA 1,96432,96432.0,104092.95730670635,2034-01-01 00:00:00,2034-01-01 00:00:00,2034-11-16 05:00:00,monopile,40,MD,tradepoint_1,927,False,2035-01-01 00:00:00
38,38,Kitty Hawk South,87672,87672.0,103118.06816551626,2033-01-01 00:00:00,2033-01-01 00:00:00,2034-10-06 15:00:00,monopile,40,NC,portsmouth_2,2465,False,2034-01-01 00:00:00
39,39,Leading Light Wind,70128,82616.05554371534,101989.61034478105,2031-01-01 00:00:00,2032-06-04 09:00:00,2034-08-20 14:00:00,monopile,40,NJ,njwp_1,2400,False,2032-01-01 00:00:00
40,40,Hypothetical Central Atlantic Draft WEA 7,87672,87672.0,101469.16159365154,2033-01-01 00:00:00,2033-01-01 00:00:00,2034-07-29 22:00:00,semisub,800,VA,portsmouth_1,1566,False,2034-01-01 00:00:00
41,41,Bay State Wind b,78888,84424.36731865403,93585.46942950896,2032-01-01 00:00:00,2032-08-18 17:00:00,2033-09-04 10:00:00,gbf,40,MA,new_london_2,1120,False,2033-01-01 00:00:00
42,42,Excelsior Wind,78888,83533.13954731301,91213.16712958075,2032-01-01 00:00:00,2032-07-12 14:00:00,2033-05-28 14:00:00,monopile,40,NY,sbmt,1314,False,2033-01-01 00:00:00
43,43,Skipjack 2,70128,81573.27402185215,87124.98292214441,2031-01-01 00:00:00,2032-04-21 22:00:00,2032-12-09 05:00:00,monopile,40,MD,tradepoint_2,846,False,2032-01-01 00:00:00
44,44,Bay State Wind a (Revolution Wind 2),78888,78888.0,85886.10211085493,2032-01-01 00:00:00,2032-01-01 00:00:00,2032-10-18 15:00:00,gbf,40,RI,new_london_1,880,False,2033-01-01 00:00:00
45,45,"New England Wind 2 (Commonwealth Wind, Vineyard Wind South)",61368,70736.93365932701,84424.36731865403,2030-01-01 00:00:00,2031-01-26 09:00:00,2032-08-18 17:00:00,gbf,40,MA,salem,1232,False,2031-01-01 00:00:00
46,46,Beacon Wind 1,70128,73947.86937372616,83757.2452227895,2031-01-01 00:00:00,2031-06-09 04:00:00,2032-07-21 22:00:00,monopile,40,NY,arthur_kill,1230,False,2032-01-01 00:00:00
47,47,Beacon Wind 2,70128,73645.29088201036,83533.13954731301,2031-01-01 00:00:00,2031-05-27 14:00:00,2032-07-12 14:00:00,monopile,40,NY,sbmt,1200,False,2032-01-01 00:00:00
48,48,Atlantic Shores Offshore Wind South 2,70128,70128.0,83118.16030050938,2031-01-01 00:00:00,2031-01-01 00:00:00,2032-06-25 07:00:00,monopile,40,NJ,njwp_2,1500,False,2032-01-01 00:00:00
49,49,Atlantic Shores Offshore Wind North,70128,74180.08469166732,82616.05554371534,2031-01-01 00:00:00,2031-06-18 21:00:00,2032-06-04 09:00:00,monopile,40,NJ,njwp_1,1182,False,2032-01-01 00:00:00
50,50,Skipjack 1,70128,78606.71919093539,82477.2317608254,2031-01-01 00:00:00,2031-12-20 07:00:00,2032-05-29 14:00:00,monopile,40,MD,tradepoint_1,120,False,2032-01-01 00:00:00
51,51,Duke Energy/Cinergy,70128,70128.0,81573.27402185215,2031-01-01 00:00:00,2031-01-01 00:00:00,2032-04-21 22:00:00,monopile,40,NC,portsmouth_1,893,False,2032-01-01 00:00:00
52,52,SouthCoast Residual,52608,68153.76938653886,78606.71919093539,2029-01-01 00:00:00,2030-10-10 18:00:00,2031-12-20 07:00:00,jacket,40,MA,new_bedford,800,False,2030-01-01 00:00:00
53,53,Attentive Energy Two,61368,61368.0,74180.08469166732,2030-01-01 00:00:00,2030-01-01 00:00:00,2031-06-18 21:00:00,monopile,40,NJ,njwp_1,1342,False,2031-01-01 00:00:00
54,54,Attentive Energy One,61368,61368.0,73947.86937372616,2030-01-01 00:00:00,2030-01-01 00:00:00,2031-06-09 04:00:00,monopile,40,NY,arthur_kill,1404,False,2031-01-01 00:00:00
55,55,Community Offshore Wind 1,61368,61368.0,73645.29088201036,2030-01-01 00:00:00,2030-01-01 00:00:00,2031-05-27 14:00:00,monopile,40,NY,sbmt,1314,False,2031-01-01 00:00:00
56,56,"New England Wind 1 (Park City Wind, Vineyard Wind South)",61368,61368.0,70736.93365932701,2030-01-01 00:00:00,2030-01-01 00:00:00,2031-01-26 09:00:00,gbf,40,CT,salem,800,False,2029-01-01 00:00:00
57,57,SouthCoast 1 Phase 2 (Mayflower Wind 2),52608,63488.62751249119,68153.76938653886,2029-01-01 00:00:00,2030-03-30 09:00:00,2030-10-10 18:00:00,jacket,40,MA,new_bedford,400,False,2030-01-01 00:00:00
58,58,SouthCoast 1 Phase 1 (Mayflower Wind 1),52608,52608.0,63488.62751249119,2029-01-01 00:00:00,2029-01-01 00:00:00,2030-03-30 09:00:00,jacket,40,MA,new_bedford,804,False,2030-01-01 00:00:00
59,59,Kitty Hawk North,52608,52608.0,62889.40205719047,2029-01-01 00:00:00,2029-01-01 00:00:00,2030-03-05 10:00:00,monopile,40,VA,portsmouth_2,1035,False,2030-01-01 00:00:00
60,60,MarWin Residual,52608,52608.0,58907.54416917973,2029-01-01 00:00:00,2029-01-01 00:00:00,2029-09-20 12:00:00,monopile,40,MD,tradepoint_1,600,False,2030-01-01 00:00:00
61,61,Sunrise Wind,43824,43824.0,55315.11664488997,2028-01-01 00:00:00,2028-01-01 00:00:00,2029-04-23 20:00:00,monopile,40,NY,new_london_1,924,False,2029-01-01 00:00:00
62,62,CVOW-C,26304,26304.0,47806.052369761164,2026-01-01 00:00:00,2026-01-01 00:00:00,2028-06-14 23:00:00,monopile,40,VA,portsmouth_1,2587,False,2027-01-01 00:00:00
63,63,Maine Research Array,43824,43824.0,46239.692152350064,2028-01-01 00:00:00,2028-01-01 00:00:00,2028-04-10 16:00:00,semisub,800,ME,searsport_1,144,False,2029-01-01 00:00:00
64,64,Momentum Wind,35064,35064.0,42407.67608556086,2027-01-01 00:00:00,2027-01-01 00:00:00,2027-11-03 00:00:00,monopile,40,MD,tradepoint_1,809,False,2028-01-01 00:00:00
65,65,Empire Wind 1,35064,35064.0,42240.7733504778,2027-01-01 00:00:00,2027-01-01 00:00:00,2027-10-27 01:00:00,monopile,40,NY,sbmt,816,False,2028-01-01 00:00:00
66,66,Atlantic Shores Offshore Wind South 1,26304,26304.0,39032.67558748411,2026-01-01 00:00:00,2026-01-01 00:00:00,2027-06-15 09:00:00,monopile,40,NJ,njwp_1,1510,False,2027-01-01 00:00:00
67,67,MarWin,26304,26304.0,30717.87818456735,2026-01-01 00:00:00,2026-01-01 00:00:00,2026-07-03 22:00:00,monopile,40,MD,tradepoint_1,248,False,2027-01-01 00:00:00
68,68,Revolution Wind 1,8760,8760.0,16301.154565998113,2024-01-01 00:00:00,2024-01-01 00:00:00,2024-11-10 06:00:00,monopile,40,RI/CT,new_london_1,704,False,2025-01-01 00:00:00
69,69,Vineyard Wind 1,0,0.0,8763.90475964641,2023-01-01 00:00:00,2023-01-01 00:00:00,2024-01-01 04:00:00,monopile,40,MA,new_bedford,800,False,2024-01-01 00:00:00
70,70,South Fork,0,0.0,3833.3869112472953,2023-01-01 00:00:00,2023-01-01 00:00:00,2023-06-09 18:00:00,monopile,40,NY,new_london_1,132,False,2024-01-01 00:00:00
