,index,name,Initialized,Started,Finished,Date Initialized,Date Started,Date Finished,substructure,depth,location,associated_port,capacity,us_wtiv,estimated_cod
10,10,Hypothetical NY Bight Fixed 2,122736,163553.51855246892,178241.43109002296,2037-01-01 00:00:00,2041-08-28 18:00:00,2043-05-02 18:00:00,monopile,40,NJ,njwp_1,1500,False,2038-01-01 00:00:00
11,11,Hypothetical Gulf of Maine Draft WEA 4,140256,155177.029045465,171478.79547347024,2039-01-01 00:00:00,2040-09-13 18:00:00,2042-07-24 23:00:00,semisub,800,NH,searsport_1,1424,False,2040-01-01 00:00:00
12,12,Hypothetical Central Atlantic Draft WEA 2,131496,154555.5683707923,167456.79422597832,2038-01-01 00:00:00,2040-08-18 20:00:00,2042-02-07 09:00:00,monopile,40,DE,tradepoint_1,1273,False,2039-01-01 00:00:00
13,13,Hypothetical Central Atlantic Draft WEA 9,149016,149016.0,166914.9261807795,2040-01-01 00:00:00,2040-01-01 00:00:00,2042-01-15 19:00:00,semisub,800,NC,portsmouth_2,1566,False,2041-01-01 00:00:00
14,14,Hypothetical Gulf of Maine Draft WEA 14,149016,149016.0,165322.88130872988,2040-01-01 00:00:00,2040-01-01 00:00:00,2041-11-10 11:00:00,semisub,800,ME,searsport_2,1424,False,2041-01-01 00:00:00
15,15,Hypothetical NY Bight Floating 1,140256,144120.77963008586,164623.10550490455,2039-01-01 00:00:00,2039-06-11 01:00:00,2041-10-12 08:00:00,semisub,800,NY,sbmt,1800,False,2040-01-01 00:00:00
16,16,Hypothetical NY Bight Floating 2,140256,143068.43236927467,163553.51855246892,2039-01-01 00:00:00,2039-04-28 05:00:00,2041-08-28 18:00:00,semisub,800,NJ,njwp_1,1800,False,2040-01-01 00:00:00
17,17,Hypothetical NE Floating 1,122736,140917.56666091114,161611.13332182227,2037-01-01 00:00:00,2039-01-28 14:00:00,2041-06-08 20:00:00,semisub,800,CT,salem,1800,False,2038-01-01 00:00:00
18,18,Hypothetical Central Atlantic Draft WEA 4,131496,144120.77963008586,156006.2266741612,2038-01-01 00:00:00,2039-06-11 01:00:00,2040-10-18 07:00:00,monopile,40,MD,tradepoint_2,1273,False,2039-01-01 00:00:00
19,19,Hypothetical Gulf of Maine Draft WEA 1,122736,138862.76261745975,155177.029045465,2037-01-01 00:00:00,2038-11-03 23:00:00,2040-09-13 18:00:00,semisub,800,ME,searsport_1,1424,False,2038-01-01 00:00:00
20,20,Hypothetical Central Atlantic WEA 3,113952,138644.43134237334,154555.5683707923,2036-01-01 00:00:00,2038-10-25 21:00:00,2040-08-18 20:00:00,monopile,40,MD,tradepoint_1,1607,False,2037-01-01 00:00:00
21,21,Hypothetical NE Fixed 1,113952,133296.9950785415,152410.25113608275,2036-01-01 00:00:00,2038-03-17 01:00:00,2040-05-21 11:00:00,jacket,40,MA,new_bedford,1500,False,2037-01-01 00:00:00
22,22,Hypothetical Central Atlantic Draft WEA 8,131496,143068.43236927467,152078.09689646013,2038-01-01 00:00:00,2039-04-28 05:00:00,2040-05-07 15:00:00,monopile,40,NC,portsmouth_1,1273,False,2039-01-01 00:00:00
23,23,Hypothetical Central Atlantic Draft WEA 3,131496,131496.0,147963.66159365154,2038-01-01 00:00:00,2038-01-01 00:00:00,2039-11-18 04:00:00,semisub,800,NC,portsmouth_2,1428,False,2039-01-01 00:00:00
24,24,Hypothetical Gulf of Maine Draft WEA 2,131496,131496.0,147779.26642800524,2038-01-01 00:00:00,2038-01-01 00:00:00,2039-11-10 12:00:00,semisub,800,ME,searsport_2,1424,False,2039-01-01 00:00:00
25,25,Hypothetical NY Bight Fixed 1,113952,134179.13760906056,144120.77963008586,2036-01-01 00:00:00,2038-04-22 20:00:00,2039-06-11 01:00:00,monopile,40,NY,sbmt,1500,False,2037-01-01 00:00:00
26,26,Atlantic Shores Offshore Wind Bight,122736,133708.29021851323,143068.43236927467,2037-01-01 00:00:00,2038-04-03 05:00:00,2039-04-28 05:00:00,monopile,40,NY,njwp_1,1284,False,2038-01-01 00:00:00
27,27,Hypothetical NE Floating 2,122736,122736.0,140917.56666091114,2037-01-01 00:00:00,2037-01-01 00:00:00,2039-01-28 14:00:00,semisub,800,CT,salem,1500,False,2038-01-01 00:00:00
28,28,Hypothetical Central Atlantic Draft WEA 5,122736,122736.0,140153.77126939286,2037-01-01 00:00:00,2037-01-01 00:00:00,2038-12-27 18:00:00,semisub,800,MD,tradepoint_2,1428,False,2038-01-01 00:00:00
29,29,Hypothetical Gulf of Maine Draft WEA 7,113952,121834.88130872988,138862.76261745975,2036-01-01 00:00:00,2036-11-24 11:00:00,2038-11-03 23:00:00,semisub,800,MA,searsport_1,1424,False,2037-01-01 00:00:00
30,30,Hypothetical Central Atlantic WEA 6,113952,132115.7125686926,138644.43134237334,2036-01-01 00:00:00,2038-01-26 20:00:00,2038-10-25 21:00:00,monopile,40,MD,tradepoint_1,713,False,2037-01-01 00:00:00
31,31,Empire Wind 2,105192,122837.6878143331,134179.13760906056,2035-01-01 00:00:00,2037-01-05 06:00:00,2038-04-22 20:00:00,monopile,40,NY,sbmt,1260,False,2036-01-01 00:00:00
32,32,Garden State Offshore Energy I,105192,126204.25745929014,133708.29021851323,2035-01-01 00:00:00,2037-05-25 13:00:00,2038-04-03 05:00:00,monopile,40,NJ,njwp_1,1080,False,2036-01-01 00:00:00
33,33,Ocean Wind 2,105192,124712.64318432563,133296.9950785415,2035-01-01 00:00:00,2037-03-24 09:00:00,2038-03-17 01:00:00,monopile,40,NJ,njwp_2,1148,False,2036-01-01 00:00:00
34,34,Hypothetical Central Atlantic WEA 5,105192,126989.30516677217,132115.7125686926,2035-01-01 00:00:00,2037-06-27 06:00:00,2038-01-26 20:00:00,monopile,40,MD,tradepoint_1,713,False,2036-01-01 00:00:00
35,35,Hypothetical NE Fixed 2,105192,113798.72606132933,131586.6565463398,2035-01-01 00:00:00,2035-12-25 15:00:00,2038-01-04 19:00:00,gbf,40,RI,new_london_1,1500,False,2036-01-01 00:00:00
36,36,Hypothetical Gulf of Maine Draft WEA 6,113952,113952.0,130906.88130872988,2036-01-01 00:00:00,2036-01-01 00:00:00,2037-12-07 11:00:00,semisub,800,MA,searsport_2,1424,False,2037-01-01 00:00:00
37,37,TotalEnergies,96432,117717.92950926819,126989.30516677217,2034-01-01 00:00:00,2036-06-05 22:00:00,2037-06-27 06:00:00,monopile,40,NC,portsmouth_2,889,False,2035-01-01 00:00:00
38,38,Vineyard Northeast,96432,96432.0,126505.05345982351,2034-01-01 00:00:00,2034-01-01 00:00:00,2037-06-07 02:00:00,gbf,40,MA,new_bedford,2600,False,2035-01-01 00:00:00
39,39,Hypothetical Central Atlantic WEA  2,87672,119013.06843106629,126204.25745929014,2033-01-01 00:00:00,2036-07-29 22:00:00,2037-05-25 13:00:00,monopile,40,VA,portsmouth_1,927,False,2034-01-01 00:00:00
40,40,Ocean Wind 1,96432,116713.26228518163,124712.64318432563,2034-01-01 00:00:00,2036-04-25 02:00:00,2037-03-24 09:00:00,monopile,40,NJ,njwp_2,1100,False,2035-01-01 00:00:00
41,41,Bluepoint Wind,96432,111450.51380593474,122837.6878143331,2034-01-01 00:00:00,2035-09-18 19:00:00,2037-01-05 06:00:00,monopile,40,NY,njwp_1,1158,False,2035-01-01 00:00:00
42,42,Hypothetical Gulf of Maine Draft WEA 5,105192,105192.0,121834.88130872988,2035-01-01 00:00:00,2035-01-01 00:00:00,2036-11-24 11:00:00,semisub,800,MA,searsport_1,1424,False,2036-01-01 00:00:00
43,43,Hypothetical Central Atlantic WEA 4,78888,105919.24234728077,119013.06843106629,2032-01-01 00:00:00,2035-01-31 08:00:00,2036-07-29 22:00:00,monopile,40,NC,portsmouth_1,1607,False,2033-01-01 00:00:00
44,44,Excelsior Wind,78888,107358.7065887776,117717.92950926819,2032-01-01 00:00:00,2035-04-01 07:00:00,2036-06-05 22:00:00,monopile,40,NY,sbmt,1314,False,2033-01-01 00:00:00
45,45,Hypothetical Central Atlantic WEA 1,87672,107195.31745625714,116713.26228518163,2033-01-01 00:00:00,2035-03-25 12:00:00,2036-04-25 02:00:00,monopile,40,MD,tradepoint_1,927,False,2034-01-01 00:00:00
46,46,Hypothetical NE Floating 3,96432,96432.0,113798.72606132933,2034-01-01 00:00:00,2034-01-01 00:00:00,2035-12-25 15:00:00,semisub,800,RI,new_london_1,1500,False,2035-01-01 00:00:00
47,47,Hypothetical Gulf of Maine Draft WEA 13,96432,96432.0,112794.96327339874,2034-01-01 00:00:00,2034-01-01 00:00:00,2035-11-13 19:00:00,semisub,800,ME,salem,1424,False,2035-01-01 00:00:00
48,48,Kitty Hawk South,87672,92763.96799041994,111450.51380593474,2033-01-01 00:00:00,2033-08-01 04:00:00,2035-09-18 19:00:00,monopile,40,NC,portsmouth_2,2465,False,2034-01-01 00:00:00
49,49,Beacon Wind 2,70128,93903.75149014292,107358.7065887776,2031-01-01 00:00:00,2033-09-17 16:00:00,2035-04-01 07:00:00,monopile,40,NY,sbmt,1200,False,2032-01-01 00:00:00
50,50,Atlantic Shores Offshore Wind North,70128,99008.83090653767,107195.31745625714,2031-01-01 00:00:00,2034-04-18 09:00:00,2035-03-25 12:00:00,monopile,40,NJ,njwp_1,1182,False,2032-01-01 00:00:00
51,51,Bay State Wind b,78888,91657.37355011089,105919.24234728077,2032-01-01 00:00:00,2033-06-16 02:00:00,2035-01-31 08:00:00,jacket,40,MA,new_london_2,1120,False,2033-01-01 00:00:00
52,52,Hypothetical Gulf of Maine Draft WEA 12,87672,87672.0,104010.88130872988,2033-01-01 00:00:00,2033-01-01 00:00:00,2034-11-12 19:00:00,semisub,800,MA,searsport_1,1424,False,2034-01-01 00:00:00
53,53,Hypothetical Gulf of Maine Draft WEA 8,87672,87672.0,103990.76642800523,2033-01-01 00:00:00,2033-01-01 00:00:00,2034-11-11 23:00:00,semisub,800,NH,searsport_2,1424,False,2034-01-01 00:00:00
54,54,Hypothetical Central Atlantic Draft WEA 7,78888,82464.25244637355,100715.91404002509,2032-01-01 00:00:00,2032-05-29 01:00:00,2034-06-28 12:00:00,semisub,800,VA,portsmouth_1,1566,False,2033-01-01 00:00:00
55,55,Leading Light Wind,70128,77255.52691223484,99008.83090653767,2031-01-01 00:00:00,2031-10-25 00:00:00,2034-04-18 09:00:00,monopile,40,NJ,njwp_1,2400,False,2032-01-01 00:00:00
56,56,Beacon Wind 1,70128,82625.33192908704,93903.75149014292,2031-01-01 00:00:00,2032-06-04 18:00:00,2033-09-17 16:00:00,monopile,40,NY,sbmt,1230,False,2032-01-01 00:00:00
57,57,Bay State Wind a (Revolution Wind 2),78888,82464.25244637355,92763.96799041994,2032-01-01 00:00:00,2032-05-29 01:00:00,2033-08-01 04:00:00,jacket,40,RI,new_london_1,880,False,2033-01-01 00:00:00
58,58,Atlantic Shores Offshore Wind South 2,70128,79397.47256729461,91657.37355011089,2031-01-01 00:00:00,2032-01-22 06:00:00,2033-06-16 02:00:00,monopile,40,NJ,njwp_2,1500,False,2032-01-01 00:00:00
59,59,"New England Wind 1 (Park City Wind, Vineyard Wind South)",61368,75574.43365932701,84388.36731865403,2030-01-01 00:00:00,2031-08-15 23:00:00,2032-08-17 05:00:00,gbf,40,CT,salem,800,False,2031-01-01 00:00:00
60,60,Community Offshore Wind 1,61368,73706.29018631432,82625.33192908704,2030-01-01 00:00:00,2031-05-30 03:00:00,2032-06-04 18:00:00,monopile,40,NY,sbmt,1314,False,2031-01-01 00:00:00
61,61,Duke Energy/Cinergy,70128,73790.33332905725,82464.25244637355,2031-01-01 00:00:00,2031-06-02 15:00:00,2032-05-29 01:00:00,monopile,40,NC,portsmouth_1,893,False,2032-01-01 00:00:00
62,62,Skipjack 2,70128,73733.38920596434,79397.47256729461,2031-01-01 00:00:00,2031-05-31 06:00:00,2032-01-22 06:00:00,monopile,40,MD,tradepoint_2,846,False,2032-01-01 00:00:00
63,63,SouthCoast Residual,52608,67617.433774505,77255.52691223484,2029-01-01 00:00:00,2030-09-18 10:00:00,2031-10-25 00:00:00,jacket,40,MA,new_bedford,800,False,2030-01-01 00:00:00
64,64,"New England Wind 2 (Commonwealth Wind, Vineyard Wind South)",61368,61368.0,75574.43365932701,2030-01-01 00:00:00,2030-01-01 00:00:00,2031-08-15 23:00:00,gbf,40,MA,salem,1232,False,2031-01-01 00:00:00
65,65,Attentive Energy Two,61368,61368.0,73790.33332905725,2030-01-01 00:00:00,2030-01-01 00:00:00,2031-06-02 15:00:00,monopile,40,NJ,njwp_1,1342,False,2031-01-01 00:00:00
66,66,Skipjack 1,70128,70128.0,73733.38920596434,2031-01-01 00:00:00,2031-01-01 00:00:00,2031-05-31 06:00:00,monopile,40,MD,tradepoint_1,120,False,2032-01-01 00:00:00
67,67,Attentive Energy One,61368,61368.0,73706.29018631432,2030-01-01 00:00:00,2030-01-01 00:00:00,2031-05-30 03:00:00,monopile,40,NY,sbmt,1404,False,2031-01-01 00:00:00
68,68,SouthCoast 1 Phase 2 (Mayflower Wind 2),52608,63135.43751249117,67617.433774505,2029-01-01 00:00:00,2030-03-15 16:00:00,2030-09-18 10:00:00,jacket,40,MA,new_bedford,400,False,2030-01-01 00:00:00
69,69,SouthCoast 1 Phase 1 (Mayflower Wind 1),52608,52608.0,63135.43751249117,2029-01-01 00:00:00,2029-01-01 00:00:00,2030-03-15 16:00:00,jacket,40,MA,new_bedford,804,False,2030-01-01 00:00:00
70,70,Kitty Hawk North,52608,52608.0,62149.22512772347,2029-01-01 00:00:00,2029-01-01 00:00:00,2030-02-02 14:00:00,monopile,40,VA,portsmouth_2,1035,False,2030-01-01 00:00:00
71,71,MarWin Residual,52608,52608.0,58722.544169179724,2029-01-01 00:00:00,2029-01-01 00:00:00,2029-09-12 19:00:00,monopile,40,MD,tradepoint_1,600,False,2030-01-01 00:00:00
72,72,Sunrise Wind,43824,43824.0,54796.39331155659,2028-01-01 00:00:00,2028-01-01 00:00:00,2029-04-02 05:00:00,monopile,40,NY,new_london_1,924,False,2029-01-01 00:00:00
73,73,CVOW-C,26304,26304.0,47067.042369761104,2026-01-01 00:00:00,2026-01-01 00:00:00,2028-05-15 04:00:00,monopile,40,VA,portsmouth_1,2587,False,2027-01-01 00:00:00
74,74,Maine Research Array,43824,43824.0,46239.692152350064,2028-01-01 00:00:00,2028-01-01 00:00:00,2028-04-10 16:00:00,semisub,800,ME,searsport_1,144,False,2029-01-01 00:00:00
75,75,Momentum Wind,35064,35064.0,42140.86179012092,2027-01-01 00:00:00,2027-01-01 00:00:00,2027-10-22 21:00:00,monopile,40,MD,tradepoint_1,809,False,2028-01-01 00:00:00
76,76,Empire Wind 1,35064,35064.0,42016.803350477785,2027-01-01 00:00:00,2027-01-01 00:00:00,2027-10-17 17:00:00,monopile,40,NY,sbmt,816,False,2028-01-01 00:00:00
77,77,Atlantic Shores Offshore Wind South 1,26304,26304.0,38589.82558748406,2026-01-01 00:00:00,2026-01-01 00:00:00,2027-05-27 22:00:00,monopile,40,NJ,njwp_1,1510,False,2027-01-01 00:00:00
78,78,MarWin,26304,26304.0,30626.484060825103,2026-01-01 00:00:00,2026-01-01 00:00:00,2026-06-30 03:00:00,monopile,40,MD,tradepoint_1,248,False,2027-01-01 00:00:00
79,79,Revolution Wind 1,8760,8760.0,15997.064565998087,2024-01-01 00:00:00,2024-01-01 00:00:00,2024-10-28 14:00:00,monopile,40,RI/CT,new_london_1,704,False,2025-01-01 00:00:00
80,80,Vineyard Wind 1,0,0.0,8078.474759646382,2023-01-01 00:00:00,2023-01-01 00:00:00,2023-12-03 15:00:00,monopile,40,MA,new_bedford,800,False,2024-01-01 00:00:00
81,81,South Fork,0,0.0,3785.9569112472955,2023-01-01 00:00:00,2023-01-01 00:00:00,2023-06-07 18:00:00,monopile,40,NY,new_london_1,132,False,2024-01-01 00:00:00
