,index,name,Initialized,Started,Finished,Date Initialized,Date Started,Date Finished,substructure,depth,location,associated_port,capacity,us_wtiv,estimated_cod
17,17,Hypothetical Central Atlantic Draft WEA 6,149016,149016.0,165487.77126939286,2040-01-01 00:00:00,2040-01-01 00:00:00,2041-11-17 08:00:00,semisub,800,MD,tradepoint_2,1428,False,2041-01-01 00:00:00
18,18,Hypothetical Central Atlantic Draft WEA 3,140256,147811.38130872988,164189.04290238142,2039-01-01 00:00:00,2039-11-11 20:00:00,2041-09-24 06:00:00,semisub,800,NC,portsmouth_2,1428,False,2040-01-01 00:00:00
19,19,Hypothetical NE Floating 1,140256,140917.56666091114,161611.13332182227,2039-01-01 00:00:00,2039-01-28 14:00:00,2041-06-08 20:00:00,semisub,800,CT,salem,1800,False,2040-01-01 00:00:00
20,20,Garden State Offshore Energy I,105192,153777.49916898902,160647.86836154413,2035-01-01 00:00:00,2040-07-17 10:00:00,2041-04-29 16:00:00,monopile,40,NJ,njwp_1,1080,False,2036-01-01 00:00:00
21,21,Empire Wind 2,105192,150785.59193141214,159606.26446502822,2035-01-01 00:00:00,2040-03-14 18:00:00,2041-03-17 07:00:00,monopile,40,NY,sbmt,1260,False,2036-01-01 00:00:00
22,22,Hypothetical Gulf of Maine Draft WEA 1,140256,140256.0,156484.76642800524,2039-01-01 00:00:00,2039-01-01 00:00:00,2040-11-07 05:00:00,semisub,800,ME,searsport_2,1424,False,2040-01-01 00:00:00
23,23,Hypothetical Central Atlantic WEA 4,96432,142360.4518963142,153777.49916898902,2034-01-01 00:00:00,2039-03-29 17:00:00,2040-07-17 10:00:00,monopile,40,NC,portsmouth_1,1607,False,2035-01-01 00:00:00
24,24,Ocean Wind 1,96432,142694.5537816332,150785.59193141214,2034-01-01 00:00:00,2039-04-12 15:00:00,2040-03-14 18:00:00,monopile,40,NJ,njwp_2,1100,False,2035-01-01 00:00:00
25,25,Hypothetical NE Fixed 1,131496,131586.9304850105,148431.0186520145,2038-01-01 00:00:00,2038-01-04 19:00:00,2039-12-07 16:00:00,gbf,40,MA,new_bedford,1500,False,2039-01-01 00:00:00
26,26,Hypothetical Central Atlantic Draft WEA 5,131496,131496.0,148056.27126939286,2038-01-01 00:00:00,2038-01-01 00:00:00,2039-11-22 01:00:00,semisub,800,MD,tradepoint_2,1428,False,2039-01-01 00:00:00
27,27,Hypothetical Gulf of Maine Draft WEA 7,131496,131496.0,147811.38130872988,2038-01-01 00:00:00,2038-01-01 00:00:00,2039-11-11 20:00:00,semisub,800,MA,searsport_1,1424,False,2039-01-01 00:00:00
28,28,Kitty Hawk South,87672,120925.58130927352,142694.5537816332,2033-01-01 00:00:00,2036-10-17 14:00:00,2039-04-12 15:00:00,monopile,40,NC,portsmouth_2,2465,False,2034-01-01 00:00:00
29,29,Hypothetical Central Atlantic WEA 1,96432,134902.687400144,142360.4518963142,2034-01-01 00:00:00,2038-05-22 23:00:00,2039-03-29 17:00:00,monopile,40,MD,tradepoint_1,927,False,2035-01-01 00:00:00
30,30,Hypothetical NE Floating 2,122736,122736.0,140917.56666091114,2037-01-01 00:00:00,2037-01-01 00:00:00,2039-01-28 14:00:00,semisub,800,CT,salem,1500,False,2038-01-01 00:00:00
31,31,Hypothetical Gulf of Maine Draft WEA 6,122736,122736.0,139978.88130872988,2037-01-01 00:00:00,2037-01-01 00:00:00,2038-12-20 11:00:00,semisub,800,MA,searsport_2,1424,False,2038-01-01 00:00:00
32,32,Bluepoint Wind,96432,125849.82696278873,134902.687400144,2034-01-01 00:00:00,2037-05-10 18:00:00,2038-05-22 23:00:00,monopile,40,NY,njwp_1,1158,False,2035-01-01 00:00:00
33,33,Hypothetical NE Fixed 2,113952,113952.0,131586.9304850105,2036-01-01 00:00:00,2036-01-01 00:00:00,2038-01-04 19:00:00,gbf,40,RI,new_london_1,1500,False,2037-01-01 00:00:00
34,34,Hypothetical Gulf of Maine Draft WEA 5,113952,113952.0,130906.88130872988,2036-01-01 00:00:00,2036-01-01 00:00:00,2037-12-07 11:00:00,semisub,800,MA,searsport_1,1424,False,2037-01-01 00:00:00
35,35,Vineyard Northeast,96432,96432.0,126505.05345982351,2034-01-01 00:00:00,2034-01-01 00:00:00,2037-06-07 02:00:00,gbf,40,MA,new_bedford,2600,False,2035-01-01 00:00:00
36,36,Excelsior Wind,78888,113396.78418760012,125849.82696278873,2032-01-01 00:00:00,2035-12-08 21:00:00,2037-05-10 18:00:00,monopile,40,NY,sbmt,1314,False,2033-01-01 00:00:00
37,37,Hypothetical Gulf of Maine Draft WEA 13,105192,105192.0,121822.96327339872,2035-01-01 00:00:00,2035-01-01 00:00:00,2036-11-23 23:00:00,semisub,800,ME,salem,1424,False,2036-01-01 00:00:00
38,38,Hypothetical Gulf of Maine Draft WEA 8,105192,105192.0,121814.76642800523,2035-01-01 00:00:00,2035-01-01 00:00:00,2036-11-23 15:00:00,semisub,800,NH,searsport_2,1424,False,2036-01-01 00:00:00
39,39,Duke Energy/Cinergy,70128,110411.47989853469,120925.58130927352,2031-01-01 00:00:00,2035-08-06 12:00:00,2036-10-17 14:00:00,monopile,40,NC,portsmouth_1,893,False,2032-01-01 00:00:00
40,40,Skipjack 2,70128,104373.93533319634,113396.78418760012,2031-01-01 00:00:00,2034-11-27 22:00:00,2035-12-08 21:00:00,monopile,40,MD,tradepoint_2,846,False,2032-01-01 00:00:00
41,41,Hypothetical Gulf of Maine Draft WEA 12,96432,96432.0,112806.88130872988,2034-01-01 00:00:00,2034-01-01 00:00:00,2035-11-14 07:00:00,semisub,800,MA,searsport_1,1424,False,2035-01-01 00:00:00
42,42,Leading Light Wind,70128,92122.16346172684,110411.47989853469,2031-01-01 00:00:00,2033-07-05 11:00:00,2035-08-06 12:00:00,monopile,40,NJ,njwp_1,2400,False,2032-01-01 00:00:00
43,43,Hypothetical Central Atlantic Draft WEA 7,87672,87672.0,105894.66159365154,2033-01-01 00:00:00,2033-01-01 00:00:00,2035-01-30 07:00:00,semisub,800,VA,portsmouth_1,1566,False,2034-01-01 00:00:00
44,44,Skipjack 1,70128,103168.67280919482,104373.93533319634,2031-01-01 00:00:00,2034-10-08 17:00:00,2034-11-27 22:00:00,monopile,40,MD,tradepoint_1,120,False,2032-01-01 00:00:00
45,45,Beacon Wind 2,70128,91658.11777242085,103168.67280919482,2031-01-01 00:00:00,2033-06-16 03:00:00,2034-10-08 17:00:00,monopile,40,NY,sbmt,1200,False,2032-01-01 00:00:00
46,46,Beacon Wind 1,70128,82429.90205556195,92122.16346172684,2031-01-01 00:00:00,2032-05-27 14:00:00,2033-07-05 11:00:00,monopile,40,NY,arthur_kill,1230,False,2032-01-01 00:00:00
47,47,Atlantic Shores Offshore Wind South 2,70128,81737.34138727207,91658.11777242085,2031-01-01 00:00:00,2032-04-28 18:00:00,2033-06-16 03:00:00,monopile,40,NJ,njwp_2,1500,False,2032-01-01 00:00:00
48,48,Bay State Wind b,78888,78888.0,91340.60211085493,2032-01-01 00:00:00,2032-01-01 00:00:00,2033-06-02 21:00:00,gbf,40,MA,new_london_2,1120,False,2033-01-01 00:00:00
49,49,Bay State Wind a (Revolution Wind 2),78888,78888.0,88586.60211085493,2032-01-01 00:00:00,2032-01-01 00:00:00,2033-02-08 03:00:00,gbf,40,RI,new_london_1,880,False,2033-01-01 00:00:00
50,50,"New England Wind 2 (Commonwealth Wind, Vineyard Wind South)",61368,70736.93365932701,84424.36731865403,2030-01-01 00:00:00,2031-01-26 09:00:00,2032-08-18 17:00:00,gbf,40,MA,salem,1232,False,2031-01-01 00:00:00
51,51,Community Offshore Wind 1,61368,73539.47937372612,82429.90205556195,2030-01-01 00:00:00,2031-05-23 04:00:00,2032-05-27 14:00:00,monopile,40,NY,sbmt,1314,False,2031-01-01 00:00:00
52,52,Atlantic Shores Offshore Wind North,70128,73789.5584567807,81737.34138727207,2031-01-01 00:00:00,2031-06-02 14:00:00,2032-04-28 18:00:00,monopile,40,NJ,njwp_1,1182,False,2032-01-01 00:00:00
53,53,SouthCoast Residual,52608,66391.2750429554,75709.66256443309,2029-01-01 00:00:00,2030-07-29 08:00:00,2031-08-21 14:00:00,gbf,40,MA,new_bedford,800,False,2030-01-01 00:00:00
54,54,Attentive Energy Two,61368,62149.22512772347,73789.5584567807,2030-01-01 00:00:00,2030-02-02 14:00:00,2031-06-02 14:00:00,monopile,40,NJ,njwp_1,1342,False,2031-01-01 00:00:00
55,55,Attentive Energy One,61368,61368.0,73539.47937372612,2030-01-01 00:00:00,2030-01-01 00:00:00,2031-05-23 04:00:00,monopile,40,NY,arthur_kill,1404,False,2031-01-01 00:00:00
56,56,"New England Wind 1 (Park City Wind, Vineyard Wind South)",61368,61368.0,70736.93365932701,2030-01-01 00:00:00,2030-01-01 00:00:00,2031-01-26 09:00:00,gbf,40,CT,salem,800,False,2029-01-01 00:00:00
57,57,SouthCoast 1 Phase 2 (Mayflower Wind 2),52608,61740.3875214777,66391.2750429554,2029-01-01 00:00:00,2030-01-16 13:00:00,2030-07-29 08:00:00,gbf,40,MA,new_bedford,400,False,2030-01-01 00:00:00
58,58,Kitty Hawk North,52608,52608.0,62149.22512772347,2029-01-01 00:00:00,2029-01-01 00:00:00,2030-02-02 14:00:00,monopile,40,VA,portsmouth_2,1035,False,2030-01-01 00:00:00
59,59,SouthCoast 1 Phase 1 (Mayflower Wind 1),52608,52608.0,61740.3875214777,2029-01-01 00:00:00,2029-01-01 00:00:00,2030-01-16 13:00:00,gbf,40,MA,new_bedford,804,False,2030-01-01 00:00:00
60,60,MarWin Residual,52608,55327.43568131766,58721.97985049738,2029-01-01 00:00:00,2029-04-24 08:00:00,2029-09-12 18:00:00,monopile,40,MD,tradepoint_1,600,False,2030-01-01 00:00:00
61,61,Sunrise Wind,43824,47067.042369761104,55327.43568131766,2028-01-01 00:00:00,2028-05-15 04:00:00,2029-04-24 08:00:00,monopile,40,NY,new_london_1,924,False,2029-01-01 00:00:00
62,62,Momentum Wind,35064,45308.779586396544,51091.20391944186,2027-01-01 00:00:00,2028-03-02 21:00:00,2028-10-29 20:00:00,monopile,40,MD,tradepoint_1,809,False,2028-01-01 00:00:00
63,63,CVOW-C,26304,26304.0,47067.042369761104,2026-01-01 00:00:00,2026-01-01 00:00:00,2028-05-15 04:00:00,monopile,40,VA,portsmouth_1,2587,False,2027-01-01 00:00:00
64,64,Maine Research Array,43824,43824.0,46239.692152350064,2028-01-01 00:00:00,2028-01-01 00:00:00,2028-04-10 16:00:00,semisub,800,ME,searsport_1,144,False,2029-01-01 00:00:00
65,65,Empire Wind 1,35064,39903.839084683,45308.779586396544,2027-01-01 00:00:00,2027-07-21 16:00:00,2028-03-02 21:00:00,monopile,40,NY,sbmt,816,False,2028-01-01 00:00:00
66,66,MarWin,26304,38589.82558748406,39903.839084683,2026-01-01 00:00:00,2027-05-27 22:00:00,2027-07-21 16:00:00,monopile,40,MD,tradepoint_1,248,False,2027-01-01 00:00:00
67,67,Atlantic Shores Offshore Wind South 1,26304,26304.0,38589.82558748406,2026-01-01 00:00:00,2026-01-01 00:00:00,2027-05-27 22:00:00,monopile,40,NJ,njwp_1,1510,False,2027-01-01 00:00:00
68,68,Revolution Wind 1,8760,8760.0,15997.064565998087,2024-01-01 00:00:00,2024-01-01 00:00:00,2024-10-28 14:00:00,monopile,40,RI/CT,new_london_1,704,False,2025-01-01 00:00:00
69,69,Vineyard Wind 1,0,0.0,8078.474759646382,2023-01-01 00:00:00,2023-01-01 00:00:00,2023-12-03 15:00:00,monopile,40,MA,new_bedford,800,False,2024-01-01 00:00:00
70,70,South Fork,0,0.0,3785.9569112472955,2023-01-01 00:00:00,2023-01-01 00:00:00,2023-06-07 18:00:00,monopile,40,NY,new_london_1,132,False,2024-01-01 00:00:00
